,order_id,product_name,Category,Brand,Price,Discount (%),Final_Price,Rating,Number of Reviews,Seller_Name	,Order_date,Order_Status,Payment_Method,Customer_Location,Quantity_Sold
348,ORD349,Laptop Apple,Toys,Lenovo,4227,67,1394.91,4.0,1330,Jennings and Sons,31-12-2023,Processing,Cash on Delivery,Mumbai,4
349,ORD350,Washing Machine Lenovo,Fashion,Philips,18077,45,9942.35,5.0,817,Hale-Conway,27-02-2025,Shipped,UPI,Pune,9
350,ORD351,Perfume Lenovo,Sports,Nike,26121,56,11493.24,4.6,702,Williams Ltd,04-12-2023,Shipped,Credit Card,Delhi,4
351,ORD352,Smartphone Apple,Sports,Lenovo,22056,32,14998.08,2.7,244,Marks-Wilkinson,04-06-2024,Processing,Net Banking,Jaipur,5
352,ORD353,Gaming Console Adidas,Electronics,Puma,9458,7,8795.94,3.8,1446,Mckinney-Martin,18-09-2024,Delivered,Amazon Pay,Jaipur,1
353,ORD354,Washing Machine Lenovo,Home Decor,LG,13707,32,9320.76,4.0,1120,"Day, Hodge and Reynolds",22-06-2024,Shipped,Amazon Pay,Jaipur,6
354,ORD355,LED TV Apple,Home Decor,Revlon,29371,5,27902.45,4.7,257,Walker Ltd,06-01-2025,Cancelled,UPI,Delhi,10
355,ORD356,Smartphone Samsung,Beauty,Revlon,44973,67,14841.09,4.4,822,Martinez-Marshall,31-03-2023,Cancelled,Credit Card,Jaipur,8
356,ORD357,Smartphone Lenovo,Books,Apple,24908,67,8219.64,2.3,753,"Howard, Kelly and Smith",14-12-2024,Cancelled,Net Banking,Hyderabad,8
357,ORD358,Laptop LG,Beauty,Lenovo,17741,14,15257.26,2.6,13,"Klein, Jenkins and Jones",28-03-2023,Processing,Debit Card,Ahmedabad,10
358,ORD359,Smartphone Adidas,Beauty,Adidas,15723,17,13050.09,2.5,1182,Williams PLC,28-02-2025,Shipped,Amazon Pay,Mumbai,9
359,ORD360,LED TV Nike,Appliances,Puma,46896,54,21572.16,3.7,998,Lucas and Sons,11-05-2024,Processing,Cash on Delivery,Mumbai,5
360,ORD361,Washing Machine Amazon Basics,Electronics,Nike,46863,29,33272.73,2.4,734,Cantrell-Mayer,08-02-2024,Returned,UPI,Kolkata,4
361,ORD362,LED TV Nike,Electronics,Nike,13386,63,4952.82,3.9,713,Murphy-Swanson,23-07-2024,Cancelled,UPI,Kolkata,3
362,ORD363,Smartphone Revlon,Grocery,Apple,8060,11,7173.4,3.6,420,Navarro-Bailey,12-04-2023,Processing,Net Banking,Mumbai,3
363,ORD364,Running Shoes Amazon Basics,Home Decor,Apple,48196,24,36628.96,2.6,1141,Rosario Ltd,02-11-2023,Shipped,Cash on Delivery,Ahmedabad,3
364,ORD365,Running Shoes Lenovo,Books,Lenovo,4419,69,1369.89,2.3,646,Reyes-Murphy,04-11-2024,Delivered,Cash on Delivery,Pune,2
365,ORD366,Washing Machine Samsung,Books,LG,16697,64,6010.92,4.2,714,"Hardy, Morse and Long",28-08-2024,Cancelled,UPI,Lucknow,9
366,ORD367,Laptop LG,Electronics,Nike,47794,51,23419.06,3.0,389,Terry-Elliott,08-12-2024,Processing,UPI,Delhi,3
367,ORD368,Gaming Console Nike,Grocery,Revlon,24106,65,8437.1,4.5,1267,Weber-Jimenez,26-03-2023,Processing,Net Banking,Bangalore,6
368,ORD369,Gaming Console Puma,Home Decor,Apple,7403,57,3183.29,4.4,116,Mcintyre-Reynolds,29-11-2024,Returned,UPI,Chennai,1
369,ORD370,Perfume Lenovo,Sports,Nike,45107,36,28868.48,3.3,1319,Martin-Smith,23-09-2023,Shipped,Credit Card,Lucknow,4
370,ORD371,Running Shoes Nike,Electronics,LG,25128,69,7789.68,2.4,1040,Turner Group,29-06-2024,Processing,Cash on Delivery,Kolkata,1
371,ORD372,Washing Machine Adidas,Sports,Nike,35236,67,11627.88,2.1,379,Garcia-Brown,24-04-2024,Processing,Credit Card,Lucknow,4
372,ORD373,Perfume Apple,Electronics,Adidas,3573,34,2358.18,4.7,114,Parker-Boone,17-09-2023,Delivered,Credit Card,Ahmedabad,10
373,ORD374,Perfume Adidas,Fashion,Revlon,46318,55,20843.1,4.3,1340,"Silva, Shelton and Ruiz",17-08-2023,Cancelled,Cash on Delivery,Mumbai,1
374,ORD375,Washing Machine Puma,Sports,Revlon,20101,27,14673.73,3.3,1188,Reed-Taylor,18-04-2023,Delivered,Debit Card,Hyderabad,9
375,ORD376,Smartphone Revlon,Appliances,Apple,24110,63,8920.7,3.8,1160,Wilson Ltd,25-10-2024,Shipped,Amazon Pay,Lucknow,9
376,ORD377,Smartphone Samsung,Electronics,Nike,48436,23,37295.72,2.6,882,Torres-Manning,19-01-2025,Processing,Net Banking,Ahmedabad,9
377,ORD378,LED TV Amazon Basics,Electronics,Revlon,39805,40,23883.0,4.8,214,Barton-Smith,31-08-2024,Delivered,Amazon Pay,Lucknow,2
378,ORD379,LED TV Philips,Sports,LG,15385,52,7384.8,2.7,580,Ewing-Nguyen,23-04-2023,Shipped,Credit Card,Mumbai,5
379,ORD380,Laptop Lenovo,Sports,Nike,17519,53,8233.93,2.2,1290,Gonzalez-Miller,16-06-2024,Shipped,Credit Card,Pune,8
380,ORD381,Running Shoes Apple,Toys,Adidas,12616,53,5929.52,3.5,1359,Greene-Parker,01-05-2023,Processing,Amazon Pay,Bangalore,4
381,ORD382,Smartphone Nike,Beauty,Samsung,44708,58,18777.36,4.1,494,Long Group,30-07-2024,Cancelled,Debit Card,Pune,9
382,ORD383,Perfume Nike,Books,Lenovo,6955,50,3477.5,2.2,1445,Brown PLC,21-01-2025,Cancelled,Credit Card,Mumbai,9
383,ORD384,LED TV Nike,Grocery,Amazon Basics,34403,11,30618.67,2.3,428,"Scott, Tapia and Olson",27-12-2023,Returned,Debit Card,Kolkata,2
384,ORD385,Laptop Nike,Appliances,Philips,38476,20,30780.8,2.3,778,Caldwell-Byrd,22-09-2024,Processing,Debit Card,Ahmedabad,3
385,ORD386,Washing Machine Amazon Basics,Home Decor,Samsung,27261,31,18810.09,3.9,10,Stewart-Lara,15-12-2024,Returned,Amazon Pay,Ahmedabad,9
386,ORD387,Washing Machine Apple,Grocery,Amazon Basics,40074,36,25647.36,4.8,1016,"Tate, Hernandez and Acosta",17-05-2023,Delivered,Cash on Delivery,Chennai,8
387,ORD388,LED TV Lenovo,Sports,Apple,11240,23,8654.8,4.1,14,Miller-Harvey,19-02-2025,Processing,Credit Card,Jaipur,3
388,ORD389,Smartphone Samsung,Appliances,Apple,4425,24,3363.0,2.3,270,Le Ltd,15-05-2024,Returned,Amazon Pay,Lucknow,4
389,ORD390,Washing Machine Nike,Fashion,LG,11693,51,5729.57,3.2,1194,"York, Carr and Moore",30-11-2023,Processing,Net Banking,Ahmedabad,9
390,ORD391,Running Shoes LG,Toys,LG,3956,5,3758.2,2.6,439,Garcia PLC,12-12-2023,Cancelled,Credit Card,Chennai,3
391,ORD392,Gaming Console Samsung,Toys,Revlon,35152,8,32339.84,3.9,309,"Tyler, Smith and Cummings",03-07-2024,Delivered,Credit Card,Chennai,3
392,ORD393,Gaming Console Philips,Grocery,Amazon Basics,24673,28,17764.56,3.8,887,"Carrillo, Reyes and Montoya",12-04-2023,Delivered,Credit Card,Pune,1
393,ORD394,Washing Machine Apple,Appliances,LG,5835,55,2625.75,2.2,1235,"Watson, Nelson and Castro",07-08-2024,Delivered,Amazon Pay,Pune,3
394,ORD395,Smartphone Amazon Basics,Appliances,Nike,47734,15,40573.9,2.0,1214,"Williams, Sparks and Gibbs",08-10-2024,Returned,Debit Card,Jaipur,10
395,ORD396,LED TV Adidas,Fashion,Apple,36317,42,21063.86,3.0,13,"Walker, Harris and Elliott",17-03-2023,Cancelled,Cash on Delivery,Lucknow,2
396,ORD397,Smartphone Nike,Electronics,Amazon Basics,31068,44,17398.08,3.2,442,Bell-Adams,29-02-2024,Cancelled,Cash on Delivery,Ahmedabad,4
397,ORD398,Washing Machine Adidas,Fashion,Amazon Basics,19732,24,14996.32,2.9,1485,"Pace, Phillips and Anderson",14-12-2024,Returned,Cash on Delivery,Kolkata,5
398,ORD399,Smartphone Nike,Toys,Adidas,10901,61,4251.39,4.3,729,Walker Group,28-11-2023,Shipped,Debit Card,Hyderabad,8
399,ORD400,Perfume Apple,Sports,Apple,20906,25,15679.5,2.6,1360,"Taylor, Garcia and Hammond",13-03-2023,Delivered,Cash on Delivery,Delhi,10
400,ORD401,Laptop Philips,Fashion,Adidas,11139,70,3341.7,4.9,1032,"Sanchez, Campbell and Jacobs",21-08-2024,Returned,Cash on Delivery,Lucknow,1
401,ORD402,Smartphone Revlon,Sports,Revlon,47469,60,18987.6,4.4,399,Campbell Ltd,09-02-2024,Returned,Credit Card,Delhi,2
402,ORD403,Running Shoes Nike,Books,Nike,14956,30,10469.2,4.9,245,Torres-Edwards,05-01-2024,Cancelled,Cash on Delivery,Kolkata,6
403,ORD404,Running Shoes Revlon,Toys,Amazon Basics,28418,66,9662.12,3.8,339,Collins Group,23-06-2024,Cancelled,Amazon Pay,Ahmedabad,5
404,ORD405,Smartphone LG,Electronics,Adidas,29971,21,23677.09,3.0,511,Ali-Miller,05-05-2024,Processing,Amazon Pay,Bangalore,9
405,ORD406,Laptop Amazon Basics,Appliances,Philips,41964,50,20982.0,2.7,1173,Parker Ltd,22-06-2023,Delivered,Credit Card,Ahmedabad,5
406,ORD407,Laptop Nike,Sports,Philips,38095,31,26285.55,4.7,157,Grimes and Sons,18-06-2023,Delivered,UPI,Jaipur,5
407,ORD408,Perfume Apple,Toys,Samsung,27176,28,19566.72,2.2,1379,Clark-Vance,11-02-2024,Processing,UPI,Bangalore,8
408,ORD409,Smartphone Amazon Basics,Electronics,LG,10409,63,3851.33,4.5,619,Whitaker-Cruz,14-08-2024,Shipped,UPI,Delhi,6
409,ORD410,Perfume Revlon,Grocery,Amazon Basics,47519,9,43242.29,3.8,657,Clay PLC,19-04-2024,Cancelled,Debit Card,Kolkata,4
410,ORD411,Gaming Console Puma,Fashion,Samsung,32953,40,19771.8,4.7,700,Mitchell Ltd,09-12-2024,Cancelled,UPI,Kolkata,5
411,ORD412,Perfume Adidas,Grocery,LG,7781,53,3657.07,3.4,95,"Wilson, Garrett and Payne",23-06-2024,Returned,UPI,Delhi,9
412,ORD413,Gaming Console Adidas,Grocery,LG,42401,18,34768.82,2.7,433,Gray-Murray,05-07-2024,Cancelled,UPI,Hyderabad,3
413,ORD414,LED TV Amazon Basics,Books,Philips,14181,43,8083.17,4.2,655,Lawson-Riley,28-05-2023,Processing,Amazon Pay,Chennai,1
414,ORD415,Washing Machine Samsung,Books,Nike,47501,50,23750.5,3.0,354,"Gregory, Ramirez and Smith",25-10-2023,Processing,Cash on Delivery,Lucknow,7
415,ORD416,Laptop Samsung,Sports,Puma,35136,30,24595.2,2.7,571,"Ibarra, Simmons and Scott",07-08-2024,Shipped,Net Banking,Lucknow,6
416,ORD417,Washing Machine Revlon,Home Decor,Nike,34215,13,29767.05,2.6,505,Carr Inc,10-10-2024,Returned,Debit Card,Hyderabad,1
417,ORD418,LED TV Amazon Basics,Toys,Samsung,37108,25,27831.0,4.5,413,Cook Inc,24-08-2023,Cancelled,Debit Card,Pune,3
418,ORD419,Smartphone Amazon Basics,Toys,Lenovo,38973,39,23773.53,4.6,462,Norris-Smith,20-09-2023,Processing,Net Banking,Pune,2
419,ORD420,LED TV Samsung,Appliances,Adidas,9111,15,7744.35,3.2,1116,Carr and Sons,22-08-2024,Delivered,Credit Card,Chennai,1
420,ORD421,Gaming Console Apple,Toys,Revlon,39261,51,19237.89,2.1,177,Richardson Group,15-11-2024,Cancelled,Debit Card,Ahmedabad,4
421,ORD422,LED TV Philips,Grocery,Puma,32473,33,21756.91,4.2,941,Chambers and Sons,09-02-2025,Processing,Cash on Delivery,Chennai,3
422,ORD423,Washing Machine Lenovo,Beauty,Lenovo,37245,11,33148.05,2.3,493,Lane LLC,03-11-2023,Processing,Net Banking,Kolkata,10
423,ORD424,Washing Machine Amazon Basics,Electronics,Philips,15372,44,8608.32,4.4,637,"Thomas, Miller and Rivera",31-05-2024,Cancelled,Amazon Pay,Lucknow,1
424,ORD425,Smartphone Philips,Home Decor,Philips,42492,20,33993.6,4.2,231,"Munoz, Yoder and Smith",05-01-2025,Cancelled,Cash on Delivery,Lucknow,2
425,ORD426,Perfume Amazon Basics,Toys,Apple,34394,61,13413.66,4.3,503,Mccarthy-Perry,03-12-2024,Delivered,Debit Card,Chennai,1
426,ORD427,Laptop LG,Toys,Puma,7083,58,2974.86,3.2,584,Garcia PLC,19-04-2024,Delivered,Debit Card,Ahmedabad,6
427,ORD428,LED TV LG,Electronics,Puma,26464,41,15613.76,4.1,155,Holmes-Roberts,20-04-2024,Shipped,Net Banking,Kolkata,5
428,ORD429,Smartphone Apple,Books,Adidas,30885,24,23472.6,3.7,1383,Armstrong-Khan,27-02-2024,Shipped,Cash on Delivery,Bangalore,4
429,ORD430,Gaming Console Adidas,Fashion,Nike,22326,30,15628.2,4.8,865,"Sullivan, Martin and Miller",15-12-2023,Delivered,Net Banking,Jaipur,5
430,ORD431,Running Shoes Nike,Sports,Revlon,45735,39,27898.35,4.3,1398,"Norman, Whitehead and Santiago",09-10-2023,Shipped,Amazon Pay,Lucknow,3
431,ORD432,LED TV Philips,Toys,Adidas,49639,48,25812.28,2.3,33,Ellis-Martinez,24-01-2024,Delivered,Credit Card,Mumbai,2
432,ORD433,Running Shoes Puma,Grocery,Samsung,38096,6,35810.24,4.1,1360,Anderson and Sons,12-11-2024,Delivered,UPI,Delhi,2
433,ORD434,Smartphone Philips,Books,Revlon,31502,30,22051.4,4.5,285,Williams Ltd,26-11-2024,Shipped,Cash on Delivery,Lucknow,10
434,ORD435,Washing Machine Puma,Toys,Adidas,38436,50,19218.0,3.9,358,Roberts-Collins,21-08-2023,Cancelled,Credit Card,Delhi,5
435,ORD436,Running Shoes Nike,Grocery,Samsung,42291,28,30449.52,2.6,1443,"Lawrence, Haynes and Hartman",07-12-2023,Delivered,Credit Card,Delhi,9
436,ORD437,LED TV Revlon,Toys,Amazon Basics,12355,5,11737.25,3.4,1419,Smith-Hughes,19-12-2023,Cancelled,Cash on Delivery,Jaipur,6
437,ORD438,Laptop Amazon Basics,Electronics,LG,11478,68,3672.96,4.7,780,Rubio-Ferguson,12-09-2023,Returned,Amazon Pay,Mumbai,4
438,ORD439,LED TV Lenovo,Home Decor,Apple,15342,21,12120.18,4.4,583,Harris and Sons,10-07-2023,Delivered,Amazon Pay,Hyderabad,4
439,ORD440,Washing Machine Philips,Toys,Samsung,13453,17,11165.99,3.9,609,Sharp-Jacobson,03-04-2024,Returned,Net Banking,Chennai,9
440,ORD441,Washing Machine Puma,Toys,Amazon Basics,39572,16,33240.48,4.7,816,Young-Barnett,06-10-2023,Cancelled,Credit Card,Ahmedabad,1
441,ORD442,Perfume Samsung,Fashion,Philips,19365,24,14717.4,4.3,827,"Davis, Berry and Gaines",08-11-2024,Delivered,Net Banking,Jaipur,6
442,ORD443,Smartphone LG,Beauty,Samsung,42967,40,25780.2,2.7,757,"Brown, Williams and Molina",12-06-2024,Delivered,Cash on Delivery,Hyderabad,7
443,ORD444,LED TV Amazon Basics,Fashion,Adidas,36963,19,29940.03,2.2,774,Hodges Inc,21-06-2024,Returned,Cash on Delivery,Ahmedabad,10
444,ORD445,Perfume Samsung,Sports,Philips,37825,50,18912.5,4.7,671,Johnson LLC,15-10-2023,Cancelled,Net Banking,Ahmedabad,4
445,ORD446,Gaming Console Nike,Grocery,Puma,34865,9,31727.15,4.5,1236,Brandt-Nelson,07-11-2024,Shipped,Debit Card,Chennai,5
446,ORD447,Smartphone Lenovo,Beauty,Philips,42357,30,29649.9,4.8,39,Williams-Kelley,22-11-2023,Processing,UPI,Delhi,9
447,ORD448,Perfume Revlon,Electronics,Apple,20201,18,16564.82,2.5,394,"Osborne, Dillon and Bowers",17-04-2024,Processing,Amazon Pay,Lucknow,9
448,ORD449,Gaming Console Philips,Fashion,Lenovo,38160,59,15645.6,4.3,1118,Hall-Chang,11-06-2023,Returned,Debit Card,Kolkata,6
449,ORD450,Running Shoes Lenovo,Appliances,Philips,48813,13,42467.31,4.7,850,Holloway-Foster,22-05-2024,Shipped,Amazon Pay,Mumbai,10
450,ORD451,LED TV Nike,Sports,Puma,35132,20,28105.6,3.7,157,Kelley-Andrade,06-03-2023,Shipped,Credit Card,Delhi,8
451,ORD452,Smartphone Apple,Sports,Lenovo,28360,29,20135.6,4.5,1320,"Jones, Tran and Fernandez",22-07-2024,Returned,UPI,Bangalore,4
452,ORD453,Laptop Samsung,Sports,LG,31906,21,25205.74,3.7,431,Manning-Murphy,16-11-2023,Returned,Amazon Pay,Hyderabad,4
453,ORD454,Perfume LG,Home Decor,LG,19463,30,13624.1,2.6,76,Walker and Sons,31-08-2023,Returned,Credit Card,Hyderabad,9
454,ORD455,LED TV Adidas,Electronics,Samsung,12087,25,9065.25,2.8,1228,Salazar-Gardner,02-09-2024,Delivered,Amazon Pay,Ahmedabad,10
455,ORD456,Gaming Console Amazon Basics,Electronics,Nike,44926,37,28303.38,2.9,547,Schwartz-Roth,24-11-2023,Cancelled,Amazon Pay,Lucknow,7
456,ORD457,Gaming Console Philips,Beauty,Philips,33247,59,13631.27,4.7,1468,"Park, Peterson and Jackson",01-07-2023,Shipped,Credit Card,Bangalore,1
457,ORD458,Washing Machine Puma,Appliances,Amazon Basics,25829,60,10331.6,3.1,1295,Mendoza-Lopez,27-01-2024,Returned,Debit Card,Jaipur,6
458,ORD459,Smartphone Samsung,Books,Philips,38055,37,23974.65,4.9,1129,Montoya Inc,17-01-2025,Processing,Net Banking,Delhi,5
459,ORD460,Washing Machine Samsung,Beauty,Amazon Basics,46010,7,42789.3,4.4,497,Lewis Group,27-03-2023,Cancelled,Amazon Pay,Hyderabad,4
460,ORD461,LED TV Samsung,Books,Samsung,40061,31,27642.09,3.9,577,Woods LLC,18-08-2023,Cancelled,Credit Card,Ahmedabad,1
461,ORD462,Washing Machine Philips,Fashion,Lenovo,2190,54,1007.4,4.5,1383,Fitzgerald LLC,29-08-2024,Shipped,Amazon Pay,Chennai,1
462,ORD463,Gaming Console Amazon Basics,Electronics,Revlon,9664,38,5991.68,3.2,473,Moore-Villarreal,11-10-2024,Processing,Cash on Delivery,Lucknow,5
463,ORD464,Smartphone Amazon Basics,Sports,Apple,20874,36,13359.36,4.8,868,"Lowe, Johnson and Wilkerson",03-01-2025,Shipped,Debit Card,Hyderabad,2
464,ORD465,Gaming Console Lenovo,Fashion,Amazon Basics,16949,16,14237.16,5.0,18,"Landry, Roberts and Taylor",21-08-2023,Delivered,Credit Card,Lucknow,7
465,ORD466,Washing Machine LG,Home Decor,Puma,3740,61,1458.6,2.6,1136,Hubbard-Kim,08-09-2024,Cancelled,UPI,Lucknow,10
466,ORD467,LED TV Amazon Basics,Grocery,Adidas,32473,26,24030.02,4.4,1241,"Campbell, Webb and Diaz",10-05-2023,Cancelled,Credit Card,Bangalore,5
467,ORD468,Laptop Nike,Beauty,Adidas,20322,37,12802.86,3.0,1356,Hull Inc,24-02-2025,Delivered,Cash on Delivery,Jaipur,10
468,ORD469,Running Shoes Amazon Basics,Beauty,Lenovo,40361,63,14933.57,2.4,1275,Hill-Berry,08-07-2024,Delivered,UPI,Kolkata,2
469,ORD470,Laptop Amazon Basics,Home Decor,Puma,29259,48,15214.68,2.9,794,"Matthews, Hays and Hernandez",20-05-2024,Cancelled,Cash on Delivery,Kolkata,1
470,ORD471,Washing Machine Adidas,Grocery,Amazon Basics,11215,51,5495.35,4.5,740,Nielsen Inc,10-09-2024,Shipped,Credit Card,Hyderabad,5
471,ORD472,Laptop Samsung,Appliances,Puma,30320,31,20920.8,4.5,1196,Warner-Young,17-02-2024,Delivered,Net Banking,Ahmedabad,6
472,ORD473,Gaming Console Puma,Books,Apple,35058,14,30149.88,4.7,586,Robles-Ward,04-02-2024,Delivered,Debit Card,Jaipur,6
473,ORD474,Smartphone Revlon,Toys,Nike,3166,17,2627.78,4.2,739,Crane Ltd,26-10-2024,Processing,Credit Card,Mumbai,6
474,ORD475,Laptop Nike,Home Decor,Lenovo,35628,9,32421.48,3.4,454,Lucas LLC,03-06-2023,Cancelled,Net Banking,Ahmedabad,5
475,ORD476,Laptop Samsung,Appliances,Philips,20094,64,7233.84,2.6,1365,Soto Inc,28-05-2024,Delivered,Debit Card,Ahmedabad,10
476,ORD477,Washing Machine Amazon Basics,Electronics,Philips,35529,46,19185.66,2.3,1459,Miller-Patel,15-01-2025,Delivered,UPI,Chennai,10
477,ORD478,Perfume Amazon Basics,Toys,Lenovo,18928,19,15331.68,3.7,455,"Mayo, Rangel and Griffin",10-01-2025,Delivered,Debit Card,Lucknow,2
478,ORD479,Laptop Revlon,Grocery,Lenovo,11703,15,9947.55,3.0,514,Malone and Sons,04-05-2023,Cancelled,Net Banking,Mumbai,4
479,ORD480,LED TV Apple,Appliances,Adidas,25531,21,20169.49,3.8,801,"Wilkerson, Allen and Snow",18-05-2023,Returned,Credit Card,Delhi,4
480,ORD481,Perfume Amazon Basics,Sports,Nike,5289,18,4336.98,4.8,539,Thompson Group,17-06-2024,Returned,Debit Card,Bangalore,6
481,ORD482,Smartphone LG,Grocery,Amazon Basics,41811,15,35539.35,3.2,999,Garcia-Turner,06-06-2023,Cancelled,Cash on Delivery,Lucknow,3
482,ORD483,Gaming Console Amazon Basics,Toys,Samsung,33859,9,30811.69,2.4,989,"Chapman, Benson and Wu",28-07-2023,Returned,Amazon Pay,Hyderabad,2
483,ORD484,Smartphone Amazon Basics,Toys,LG,47940,57,20614.2,4.6,231,Jones and Sons,11-05-2024,Processing,Cash on Delivery,Hyderabad,2
484,ORD485,Running Shoes Nike,Beauty,Nike,30941,24,23515.16,4.2,1226,"Price, Richardson and Meadows",11-12-2023,Processing,Net Banking,Lucknow,6
485,ORD486,LED TV LG,Home Decor,Apple,5677,18,4655.14,5.0,810,"Wong, Adams and Johnson",15-07-2024,Returned,Debit Card,Lucknow,3
486,ORD487,Laptop Philips,Appliances,Adidas,41810,56,18396.4,4.6,1210,Knapp-Adams,22-01-2024,Returned,Net Banking,Bangalore,5
487,ORD488,Washing Machine Adidas,Appliances,Apple,6962,58,2924.04,4.3,841,Krause-Rodriguez,05-05-2024,Cancelled,Net Banking,Kolkata,6
488,ORD489,Washing Machine Apple,Books,Lenovo,1131,38,701.22,4.5,894,"Carter, Harper and Moore",20-01-2025,Shipped,Amazon Pay,Kolkata,10
489,ORD490,Perfume Apple,Appliances,Puma,15258,19,12358.98,2.1,833,Nelson-Cummings,18-10-2024,Shipped,UPI,Delhi,6
490,ORD491,Smartphone Apple,Home Decor,LG,39708,18,32560.56,3.1,566,Hatfield Inc,08-07-2023,Cancelled,Debit Card,Delhi,7
491,ORD492,Washing Machine Lenovo,Toys,Amazon Basics,21901,65,7665.35,2.4,1289,Lewis PLC,18-03-2023,Delivered,Credit Card,Lucknow,10
492,ORD493,LED TV Samsung,Sports,Philips,10350,9,9418.5,3.5,1038,Chavez-Brown,21-09-2024,Delivered,Credit Card,Delhi,2
493,ORD494,Gaming Console Philips,Toys,LG,21270,58,8933.4,2.3,154,"Sanchez, Maldonado and Turner",05-03-2023,Processing,Credit Card,Jaipur,3
494,ORD495,LED TV Apple,Electronics,LG,3172,68,1015.04,3.5,314,Roberts PLC,24-08-2024,Delivered,Amazon Pay,Pune,4
495,ORD496,Perfume Lenovo,Grocery,Puma,39957,45,21976.35,4.7,1449,"Bruce, Barrett and Williams",02-01-2024,Processing,Cash on Delivery,Bangalore,1
496,ORD497,LED TV Nike,Home Decor,Adidas,22011,60,8804.4,4.5,533,Young-White,21-08-2024,Processing,Credit Card,Ahmedabad,10
497,ORD498,LED TV Samsung,Books,Philips,12238,13,10647.06,4.0,1391,Gomez-Reynolds,19-01-2024,Shipped,Amazon Pay,Ahmedabad,8
498,ORD499,Laptop Amazon Basics,Sports,Puma,21172,47,11221.16,2.6,407,Morgan-Simmons,25-11-2024,Processing,Amazon Pay,Bangalore,4
499,ORD500,Running Shoes Puma,Appliances,Lenovo,9769,61,3809.91,4.6,1131,"Lewis, Long and Hall",05-04-2024,Cancelled,Amazon Pay,Hyderabad,2
500,ORD501,Perfume LG,Appliances,Puma,37866,13,32943.42,2.3,1353,Davis-Stephenson,02-11-2024,Delivered,Amazon Pay,Ahmedabad,5
501,ORD502,Smartphone LG,Appliances,Nike,11883,10,10694.7,4.0,1272,Morrow and Sons,08-03-2023,Processing,Credit Card,Pune,7
502,ORD503,Smartphone Lenovo,Fashion,Amazon Basics,39282,17,32604.06,4.5,940,Berry Inc,23-09-2023,Processing,Amazon Pay,Kolkata,10
503,ORD504,LED TV Revlon,Sports,Puma,18181,44,10181.36,4.8,130,"Williams, Williams and Smith",06-10-2023,Shipped,UPI,Chennai,6
504,ORD505,Running Shoes Adidas,Electronics,Puma,49271,55,22171.95,4.2,1032,Turner-Miller,17-12-2023,Delivered,Debit Card,Delhi,9
505,ORD506,Running Shoes Philips,Appliances,Revlon,10483,24,7967.08,2.4,182,"Morrow, Evans and Delgado",09-11-2023,Returned,Credit Card,Mumbai,8
506,ORD507,Perfume Apple,Electronics,Lenovo,15077,36,9649.28,4.2,887,Chavez-Harrell,20-04-2024,Delivered,Debit Card,Delhi,4
507,ORD508,Washing Machine Amazon Basics,Books,Adidas,34644,5,32911.8,4.9,440,Perry PLC,02-04-2023,Returned,Net Banking,Mumbai,8
508,ORD509,Perfume Adidas,Sports,Lenovo,35119,9,31958.29,4.5,1419,Willis-Smith,21-12-2024,Delivered,Cash on Delivery,Hyderabad,3
509,ORD510,Gaming Console Puma,Books,Adidas,26769,39,16329.09,4.3,1188,Donaldson-Goodwin,28-07-2024,Returned,UPI,Bangalore,8
510,ORD511,Washing Machine Puma,Toys,Nike,13976,11,12438.64,2.5,868,Scott Inc,20-09-2023,Delivered,UPI,Chennai,7
511,ORD512,LED TV Revlon,Beauty,Revlon,6528,66,2219.52,4.6,177,Avery-Boyd,22-03-2023,Shipped,Net Banking,Kolkata,4
512,ORD513,Laptop Revlon,Electronics,Adidas,18165,33,12170.55,3.3,128,Holmes and Sons,10-09-2023,Shipped,Credit Card,Bangalore,7
513,ORD514,Laptop LG,Beauty,Amazon Basics,40540,27,29594.2,3.0,617,"Fisher, Stone and Taylor",30-11-2023,Returned,Debit Card,Bangalore,8
514,ORD515,Smartphone Adidas,Fashion,LG,47621,48,24762.92,2.3,509,Terrell Group,17-01-2025,Shipped,UPI,Hyderabad,2
515,ORD516,Perfume Apple,Grocery,Apple,36129,42,20954.82,3.4,308,Ellis-Davis,29-12-2024,Cancelled,Cash on Delivery,Pune,7
516,ORD517,Washing Machine Revlon,Beauty,Nike,37143,17,30828.69,2.4,855,Jones-Carpenter,05-11-2024,Delivered,Cash on Delivery,Bangalore,8
517,ORD518,Running Shoes Adidas,Fashion,Revlon,14435,8,13280.2,3.3,69,Best and Sons,22-06-2023,Returned,Cash on Delivery,Pune,2
518,ORD519,Running Shoes Philips,Home Decor,Apple,16940,35,11011.0,4.5,218,"Salas, Smith and Medina",08-09-2024,Delivered,Credit Card,Kolkata,3
519,ORD520,Washing Machine Apple,Toys,Apple,41468,65,14513.8,3.9,304,"Malone, Romero and Martinez",20-09-2023,Shipped,Credit Card,Mumbai,7
520,ORD521,Washing Machine Revlon,Toys,LG,42517,59,17431.97,4.1,575,Davies LLC,16-06-2023,Cancelled,Amazon Pay,Pune,6
521,ORD522,Laptop Amazon Basics,Beauty,LG,41940,48,21808.8,4.8,108,"Hernandez, Davis and Fuller",19-05-2023,Processing,Cash on Delivery,Delhi,9
